TraderCopilot - Verified Performance Ledger
===========================================
Strategy: MeanReversion
Asset: XRP
Timeframe: 1h
Period: 6M
Generated: 2026-01-27T17:34:42.752487Z

SUMMARY STATISTICS (Real Backtest Data - 6M)
---------------------------------------
Total Trades: 156
Win Rate: 37.8%
Total Net Profit: +33.8 R
Wins: 59 | Losses: 97

TRADE HISTORY LOG (Verified On-Chain/Exchange Data)
---------------------------------------------------
ID       | DATE        | TYPE  | PRICE      | RESULT (R) | EXIT DATE  
TR-10043 | 2025-12-09  | SHORT | $2.15      | +2.2R      | 2025-12-09 
TR-10044 | 2025-12-04  | LONG  | $2.10      | -1.0R      | 2025-12-05 
TR-10045 | 2025-12-04  | LONG  | $2.11      | -1.0R      | 2025-12-05 
TR-10046 | 2025-11-27  | LONG  | $2.18      | +2.2R      | 2025-11-27 
TR-10047 | 2025-11-25  | LONG  | $2.17      | +2.2R      | 2025-11-26 
TR-10048 | 2025-11-24  | SHORT | $2.24      | +2.2R      | 2025-11-25 
TR-10049 | 2025-11-23  | SHORT | $2.06      | -1.0R      | 2025-11-24 
TR-10050 | 2025-11-21  | LONG  | $1.91      | +2.2R      | 2025-11-23 
TR-10051 | 2025-11-20  | LONG  | $2.01      | -1.0R      | 2025-11-21 
TR-10052 | 2025-11-19  | LONG  | $2.15      | -1.0R      | 2025-11-19 
TR-10053 | 2025-11-19  | LONG  | $2.14      | -1.0R      | 2025-11-19 
TR-10054 | 2025-11-19  | LONG  | $2.12      | -1.0R      | 2025-11-19 
TR-10055 | 2025-11-19  | LONG  | $2.09      | -1.0R      | 2025-11-19 
TR-10056 | 2025-11-19  | LONG  | $2.08      | -1.0R      | 2025-11-19 
TR-10057 | 2025-11-19  | LONG  | $2.05      | +2.2R      | 2025-11-19 
TR-10058 | 2025-11-19  | LONG  | $2.04      | +2.2R      | 2025-11-19 
TR-10059 | 2025-11-16  | LONG  | $2.18      | +2.2R      | 2025-11-16 
TR-10060 | 2025-11-15  | LONG  | $2.25      | -1.0R      | 2025-11-15 
TR-10061 | 2025-11-13  | SHORT | $2.50      | +2.2R      | 2025-11-13 
TR-10062 | 2025-11-13  | LONG  | $2.29      | -1.0R      | 2025-11-14 
TR-10063 | 2025-11-10  | SHORT | $2.40      | -1.0R      | 2025-11-10 
TR-10064 | 2025-11-10  | SHORT | $2.46      | -1.0R      | 2025-11-10 
TR-10065 | 2025-11-10  | SHORT | $2.54      | +2.2R      | 2025-11-11 
TR-10066 | 2025-11-09  | SHORT | $2.37      | -1.0R      | 2025-11-10 
TR-10067 | 2025-11-08  | LONG  | $2.26      | +2.2R      | 2025-11-09 
TR-10068 | 2025-11-08  | LONG  | $2.27      | +2.2R      | 2025-11-09 
TR-10069 | 2025-11-06  | SHORT | $2.39      | +2.2R      | 2025-11-06 
TR-10070 | 2025-11-06  | LONG  | $2.24      | -1.0R      | 2025-11-06 
TR-10071 | 2025-11-06  | LONG  | $2.23      | -1.0R      | 2025-11-06 
TR-10072 | 2025-11-06  | LONG  | $2.20      | +2.2R      | 2025-11-07 
TR-10073 | 2025-11-05  | SHORT | $2.32      | -1.0R      | 2025-11-05 
TR-10074 | 2025-11-05  | SHORT | $2.35      | -1.0R      | 2025-11-06 
TR-10075 | 2025-10-30  | LONG  | $2.46      | -1.0R      | 2025-10-30 
TR-10076 | 2025-10-30  | LONG  | $2.45      | -1.0R      | 2025-10-30 
TR-10077 | 2025-10-30  | LONG  | $2.43      | +2.2R      | 2025-10-31 
TR-10078 | 2025-10-25  | SHORT | $2.53      | -1.0R      | 2025-10-25 
TR-10079 | 2025-10-25  | SHORT | $2.56      | -1.0R      | 2025-10-25 
TR-10080 | 2025-10-24  | SHORT | $2.45      | -1.0R      | 2025-10-24 
TR-10081 | 2025-10-24  | SHORT | $2.46      | -1.0R      | 2025-10-24 
TR-10082 | 2025-10-24  | SHORT | $2.47      | -1.0R      | 2025-10-24 
TR-10083 | 2025-10-22  | LONG  | $2.38      | -1.0R      | 2025-10-22 
TR-10084 | 2025-10-15  | LONG  | $2.44      | -1.0R      | 2025-10-15 
TR-10085 | 2025-10-15  | LONG  | $2.40      | +2.2R      | 2025-10-16 
TR-10086 | 2025-10-14  | LONG  | $2.46      | -1.0R      | 2025-10-14 
TR-10087 | 2025-10-14  | LONG  | $2.44      | +2.2R      | 2025-10-14 
TR-10088 | 2025-10-12  | LONG  | $2.33      | +2.2R      | 2025-10-12 
TR-10089 | 2025-10-12  | SHORT | $2.51      | -1.0R      | 2025-10-12 
TR-10090 | 2025-10-12  | SHORT | $2.55      | -1.0R      | 2025-10-13 
TR-10091 | 2025-10-12  | SHORT | $2.56      | -1.0R      | 2025-10-13 
TR-10092 | 2025-10-11  | LONG  | $2.39      | -1.0R      | 2025-11-04 
TR-10093 | 2025-10-10  | LONG  | $2.37      | -1.0R      | 2025-11-04 
TR-10094 | 2025-10-08  | SHORT | $2.91      | +2.2R      | 2025-10-09 
TR-10095 | 2025-10-07  | LONG  | $2.86      | +2.2R      | 2025-10-08 
TR-10096 | 2025-10-05  | SHORT | $3.05      | +2.2R      | 2025-10-05 
TR-10097 | 2025-10-05  | LONG  | $2.95      | +2.2R      | 2025-10-06 
TR-10098 | 2025-10-04  | LONG  | $3.00      | -1.0R      | 2025-10-04 
TR-10099 | 2025-10-04  | LONG  | $2.99      | -1.0R      | 2025-10-04 
TR-10100 | 2025-09-30  | LONG  | $2.83      | +2.2R      | 2025-09-30 
TR-10101 | 2025-09-30  | LONG  | $2.82      | +2.2R      | 2025-09-30 
TR-10102 | 2025-09-29  | SHORT | $2.89      | +2.2R      | 2025-09-29 
TR-10103 | 2025-09-28  | LONG  | $2.77      | +2.2R      | 2025-09-28 
TR-10104 | 2025-09-28  | SHORT | $2.84      | -1.0R      | 2025-09-28 
TR-10105 | 2025-09-24  | SHORT | $2.94      | -1.0R      | 2025-09-24 
TR-10106 | 2025-09-24  | SHORT | $2.98      | +2.2R      | 2025-09-24 
TR-10107 | 2025-09-23  | SHORT | $2.89      | +2.2R      | 2025-09-23 
TR-10108 | 2025-09-22  | LONG  | $2.89      | -1.0R      | 2025-09-22 
TR-10109 | 2025-09-22  | LONG  | $2.81      | +2.2R      | 2025-09-23 
TR-10110 | 2025-09-19  | LONG  | $3.07      | -1.0R      | 2025-09-19 
TR-10111 | 2025-09-19  | LONG  | $3.05      | -1.0R      | 2025-09-19 
TR-10112 | 2025-09-19  | LONG  | $3.05      | -1.0R      | 2025-09-19 
TR-10113 | 2025-09-19  | LONG  | $3.01      | -1.0R      | 2025-09-19 
TR-10114 | 2025-09-14  | LONG  | $3.12      | -1.0R      | 2025-09-14 
TR-10115 | 2025-09-14  | LONG  | $3.10      | -1.0R      | 2025-09-14 
TR-10116 | 2025-09-14  | LONG  | $3.03      | -1.0R      | 2025-09-15 
TR-10117 | 2025-09-11  | SHORT | $3.02      | +2.2R      | 2025-09-11 
TR-10118 | 2025-09-10  | SHORT | $3.00      | -1.0R      | 2025-09-11 
TR-10119 | 2025-09-08  | SHORT | $2.94      | -1.0R      | 2025-09-08 
TR-10120 | 2025-09-08  | SHORT | $2.98      | -1.0R      | 2025-09-09 
TR-10121 | 2025-09-07  | SHORT | $2.83      | -1.0R      | 2025-09-07 
TR-10122 | 2025-09-07  | SHORT | $2.83      | -1.0R      | 2025-09-07 
TR-10123 | 2025-09-06  | LONG  | $2.80      | +2.2R      | 2025-09-07 
TR-10124 | 2025-09-06  | LONG  | $2.79      | +2.2R      | 2025-09-06 
TR-10125 | 2025-09-01  | LONG  | $2.74      | -1.0R      | 2025-09-01 
TR-10126 | 2025-09-01  | LONG  | $2.73      | +2.2R      | 2025-09-01 
TR-10127 | 2025-08-31  | SHORT | $2.85      | +2.2R      | 2025-08-31 
TR-10128 | 2025-08-29  | LONG  | $2.91      | -1.0R      | 2025-08-29 
TR-10129 | 2025-08-29  | LONG  | $2.82      | -1.0R      | 2025-08-29 
TR-10130 | 2025-08-26  | SHORT | $2.96      | -1.0R      | 2025-08-26 
TR-10131 | 2025-08-25  | LONG  | $2.94      | -1.0R      | 2025-08-25 
TR-10132 | 2025-08-21  | LONG  | $2.87      | -1.0R      | 2025-08-22 
TR-10133 | 2025-08-19  | LONG  | $2.90      | -1.0R      | 2025-08-19 
TR-10134 | 2025-08-19  | LONG  | $2.90      | -1.0R      | 2025-08-19 
TR-10135 | 2025-08-18  | LONG  | $2.99      | -1.0R      | 2025-08-18 
TR-10136 | 2025-08-18  | LONG  | $2.97      | +2.2R      | 2025-08-18 
TR-10137 | 2025-08-18  | SHORT | $3.08      | +2.2R      | 2025-08-19 
TR-10138 | 2025-08-14  | LONG  | $3.12      | -1.0R      | 2025-08-14 
TR-10139 | 2025-08-14  | LONG  | $3.10      | -1.0R      | 2025-08-15 
TR-10140 | 2025-08-14  | LONG  | $3.07      | -1.0R      | 2025-08-18 
TR-10141 | 2025-08-11  | SHORT | $3.27      | -1.0R      | 2025-08-11 
TR-10142 | 2025-08-11  | SHORT | $3.30      | +2.2R      | 2025-08-11 
TR-10143 | 2025-08-11  | LONG  | $3.14      | +2.2R      | 2025-08-12 
TR-10144 | 2025-08-09  | LONG  | $3.23      | -1.0R      | 2025-08-10 
TR-10145 | 2025-08-08  | SHORT | $3.30      | -1.0R      | 2025-08-08 
TR-10146 | 2025-08-07  | SHORT | $3.07      | +2.2R      | 2025-08-07 
TR-10147 | 2025-08-06  | SHORT | $3.00      | -1.0R      | 2025-08-07 
TR-10148 | 2025-08-03  | SHORT | $2.87      | -1.0R      | 2025-08-03 
TR-10149 | 2025-08-03  | SHORT | $2.95      | -1.0R      | 2025-08-04 
TR-10150 | 2025-08-02  | LONG  | $2.78      | +2.2R      | 2025-08-03 
TR-10151 | 2025-08-01  | LONG  | $2.99      | -1.0R      | 2025-08-01 
TR-10152 | 2025-08-01  | LONG  | $2.92      | +2.2R      | 2025-08-01 
TR-10153 | 2025-07-31  | LONG  | $3.05      | -1.0R      | 2025-08-01 
TR-10154 | 2025-07-31  | LONG  | $3.03      | -1.0R      | 2025-08-01 
TR-10155 | 2025-07-31  | LONG  | $3.02      | -1.0R      | 2025-08-01 

[Cryptographically Signed by TraderCopilot Audit Engine]
Hash: 1TVN9C-R8SR2F
